item_id,acronym,sentence,gold_expansion,candidates,n_candidates,provenance,source,page_title,review_verdict
kn4-0363,מ״ס,"כן נמסר, כי הופעלה עבור החניך מ""ס תוכנית השמה אישית בתעסוקה – שילוב חלקי בחנות.",ראשי תיבות שם פרטי ומשפחה (זהות חסויה),מועדון ספורט | מהירות סגירה | מאה (גימטריה) | ראשי תיבות שם פרטי ומשפחה (זהות חסויה),4,knesset,knesset,14_ptm_532456.docx,clean
kn4-0364,ס״מ,"בינתיים, אחרי שבועיים, נעשו הסימונים, אבל עכשיו השוליים הם בגובה 30-20 ס""מ.",סנטימטר,סנטימטר | סגן מפקד | סמאל | סטרא דמסאבותא | מאה (גימטריה),5,knesset,knesset,14_ptm_532461.docx,clean
kn4-0365,אח״ם,"הרי לא ייתכן שאדם אומר במפורש שהאנשים האלה דינם מוות – ואפילו סוחרים ברמלה ובלוד – והוא יסתובב כשיש תעודת אח""ם בכיסו, איש חשוב מאוד מטעם מדינת ישראל.",אישיות חשובה מאוד,אגף החקירות והמודיעין | אישיות חשובה מאוד | ארבעים ותשע (גימטריה),3,knesset,knesset,14_ptm_532462.docx,clean
kn4-0366,אח״ם,"ואותם אנשים מסתובבים בינינו מכובדים, עם תעודת אח""ם, בכל מקום ומקום ועוברים עבירות פליליות על-פי החוק הישראלי, הן באיום ברצח והן בשליחת מרצחים, אבל הם מסתובבים עם תעודת אח""ם כזאת בכבוד רב.",אישיות חשובה מאוד,אגף החקירות והמודיעין | אישיות חשובה מאוד | ארבעים ותשע (גימטריה),3,knesset,knesset,14_ptm_532462.docx,clean
kn4-0367,כ״ז,"הישיבה הבאה תיפתח מחר, יום שלישי, כ""ז באייר, 3 ביוני, בשעה 16:00.",עשרים ושבע (גימטריה),כל זאת | כל זמן | עשרים ושבע (גימטריה),3,knesset,knesset,14_ptm_532462.docx,clean
kn4-0368,אצ״ל,"ב-6 ביולי 1938 ב-18:00 ירד איש אצ""ל לשוק הערבי בחיפה מחופש לסבל.",ארגון צבאי לאומי,ארגון צבאי לאומי | אין צריך לומר | מאה ועשרים ואחת (גימטריה),3,knesset,knesset,14_ptm_532469.docx,clean
kn4-0369,מל״ט,"הפרויקטים שבוצעו עד כה באמצעות מל""ט חולון יוצאים בימים אלה למכרז, כפי שהתבקש המשרד.",מרכז ללימודים טכנולוגיים,מטוס ללא טייס | מיגו לחצי טענה | שבעים ותשע (גימטריה) | מרכז ללימודים טכנולוגיים,4,knesset,knesset,14_ptm_532472.docx,clean
kn4-0370,דפ״ר,"סגן השר בניזרי ישכיל אותנו בענייני היפר-אקטיביות, עירנות, הקשבה, כושר תפיסה, דפ""ר, IQ וכיוצא באלו.",דירוג פסיכוטכני ראשוני,דפוס ראשון | דירוג פסיכוטכני ראשוני | מאתיים ושמונים וארבע (גימטריה),3,knesset,knesset,14_ptm_532472.docx,clean
kn4-0371,ת״ק,"אני חושב שכל המערכת המשפטית והציבורית הזעזעזעה ת""ק על ת""ק פרסה.",חמש מאות (גימטריה),תנא קמא | תביעות קטנות | חמש מאות (גימטריה),3,knesset,knesset,14_ptm_532472.docx,clean
kn4-0372,מ״ג,"לצערי הרב, המחבלים לקחו עמם את הבט""שית, מקלע מ""ג ורובה סער 16-M ונמלטו.","מקלע מא""ג (שיבוש כתיב)","מפקד גף | מילת־גוף | מיליגרם (אלפית הגרם) | ארבעים ושלוש (גימטריה) | ראשי תיבות שם פרטי ומשפחה (זהות חסויה) | מקלע מא""ג (שיבוש כתיב)",6,knesset,knesset,14_ptm_532474.docx,human_review
kn4-0373,אח״ם,"כשקלינטון או כל אח""ם מגיע למדינת ישראל, אתה, בתור תושב ירושלים לשעבר – ואתה נמצא פה הרבה – אתה יודע כמה כבישים נסגרים פה בירושלים, כמה מסלולים.",אישיות חשובה מאוד,אגף החקירות והמודיעין | אישיות חשובה מאוד | ארבעים ותשע (גימטריה),3,knesset,knesset,14_ptm_532474.docx,clean
kn4-0374,רמ״ח,"קרוב לחמישה חודשים מתנהל מאבק, ובעצם פסקה כל פעילות, ושום דבר לא מזיז, לא את שר האוצר ולא את סגן שר החינוך והתרבות, שהיה צריך להיכנס לעניין הזה בכל רמ""ח איבריו.",מספר האיברים בגוף האדם,ראש מחלקה | מספר האיברים בגוף האדם | מאתיים וארבעים ושמונה (גימטריה),3,knesset,knesset,14_ptm_532478.docx,clean
kn4-0375,ל״א,"(לא נקראה, נמסרה לפרוטוקול) מר ל""א לא הציג עד כה למשרד הבריאות שום תעודה המעידה על סיום לימודיו בצרפת, דיפלומה שניתנה לו, ולא כל שכן רשיון לעבוד כרופא בצרפת.",לשון אחר,לוחמה אלקטרונית | לשון אחר | שלושים ואחת (גימטריה),3,knesset,knesset,14_ptm_532479.docx,clean
kn4-0376,מ״מ,"אני אישית, נואף מסאלחה, ביקרתי בו לפני כעשר שנים, כראש משלחת יהודית-ערבית, וראיתי סרט אותנטי שצילם במצלמת 12 מ""מ סרג'נט יהודי בצבא הבריטי, מהמשחררים.",מילימטר,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם | שמונים (גימטריה) | מעצר מנהלי,18,knesset,knesset,14_ptm_532482.docx,clean
kn4-0377,ב״א,"כמו שאני מאמין, הם צריכים לתת פתרון להשכלה גבוהה לתואר ב""א, כאשר האוניברסיטאות צריכות לאפשר מחקר ותארים גבוהים יותר.",בּוֹגֵר אוּנִיבֶרְסִיטָה,בן אדם | ב' אֲלָפִים | בּוֹגֵר אוּנִיבֶרְסִיטָה | שלוש (גימטריה),4,knesset,knesset,14_ptm_532486.docx,clean
kn4-0378,פר״ח,"למערכת הסיוע הממלכתית הקיימת בישראל שני אפיקים מרכזיים הרלוונטיים לסטודנטים ערבים: פרויקט חונכות – מלגות פר""ח, והקרן להלוואות לסטודנטים.",פרויקט חונכות,פרי חדש | פרויקט חונכות | פירש רבנו חננאל | מאתיים ושמונים ושמונה (גימטריה),4,knesset,knesset,14_ptm_532486.docx,clean
kn4-0379,פר״ח,"על-פי ההערכה, אחד מכל שני סטודנטים ערבים נהנה ממלגת פר""ח, כאשר בקרב המגזר היהודי היחס הוא בערך אחד לכל שבעה סטודנטים.",פרויקט חונכות,פרי חדש | פרויקט חונכות | פירש רבנו חננאל | מאתיים ושמונים ושמונה (גימטריה),4,knesset,knesset,14_ptm_532486.docx,clean
kn4-0380,ח״ן,"השתתפה אתנו בכל הדיונים גם קצינת ח""ן ראשית, משום שהחוק הזה מתייחס גם לצבא ולשירות הצבאי.",חיל נשים,חיים נחמן (ביאליק) | חיל נשים | חכמת הנסתר | חשבון נייר (ח-ן) | חמישים ושמונה (גימטריה),5,knesset,knesset,14_ptm_532489.docx,clean
kn4-0381,ל״א,"אני חושב שברוב הבתים היהודיים, אפילו בבתים חילוניים, נהנים לקרוא את הזמירות האלה מתוך משלי ל""א.",שלושים ואחת (גימטריה),לוחמה אלקטרונית | לשון אחר | שלושים ואחת (גימטריה),3,knesset,knesset,14_ptm_532489.docx,clean
kn4-0382,הרא״ה,"הוא התחנך בבית-הספר ""יבנה"" ובישיבת כפר-הרא""ה וסיים תואר ראשון באוניברסיטת חיפה.",הרב אברהם יצחק הכהן קוק,הרב אברהם יצחק הכהן קוק | רבי אהרן הלוי | מאתיים ואחת עשרה (גימטריה),3,knesset,knesset,14_ptm_532491.docx,clean
kn4-0383,ת״ק,"יש אצל ראש הממשלה הזה, לצערי הרב, הבדל בין אמר לעשה ת""ק על ת""ק פרסה, וזה מטריד אותי מאוד.",חמש מאות (גימטריה),תנא קמא | תביעות קטנות | חמש מאות (גימטריה),3,knesset,knesset,14_ptm_532491.docx,clean
kn4-0384,מו״מ,"במקום זה אתם מבטלים בהדרגה את הסגר, ממשיכים להיפגש אתם, לנהל אתם מו""מ שכולו מום, ואתה, אדוני ראש הממשלה, מסתגר עם ערפאת לשיחות נפש ומגלה בו ""ידיד ושותף"".",משא ומתן,משא ומתן | מקח וממכר | מרכב ומושב | שמונים ושש (גימטריה),4,knesset,knesset,14_ptm_532492.docx,clean
kn4-0385,שח״ר,"לא קיימות תוכניות פיתוח, שח""ר לא קיים, ועכשיו מוסיפים קיצוץ נוסף, כדי שנוציא לשוק המובטלים מורים רבים מאוד, משום שיש עודף של מורים בבתי-הספר הערביים.",שירותי חינוך ורווחה,שירותי חינוך ורווחה | שיבוץ וחזרה לשירות | תנועה פוליטית שהוקמה בשלהי הכנסת ה-15 | חמש מאות ושמונה (גימטריה),4,knesset,knesset,14_ptm_532495.docx,clean
kn4-0386,מ״מ,"על אחד מזנבות פצצות המרגמה 120 מ""מ היו כתובות אירניות, שמצביעות על המקום שממנו הגיעה התחמושת הזו.",מילימטר,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם | שמונים (גימטריה) | מעצר מנהלי,18,knesset,knesset,14_ptm_532499.docx,clean
kn4-0387,מ״ח,"מ""ח שנים, ואיבדנו את המוח והתפתינו לשיטה הנפסדת, ואחת הסיבות המרכזיות למשבר האחרון בממשלה שלנו היא בעטיה ובגללה.",ארבעים ושמונה (גימטריה),מדעי החיים | משפט חוזר | מועצת חכמים | מילת חיבור | ארבעים ושמונה (גימטריה),5,knesset,knesset,14_ptm_532506.docx,clean
kn4-0388,אש״ל,"אף פרוטה אחת לא – לא משכורת ולא אש""ל, אלא רק הוצאת התפעול של המוסד הזה כאן אחת לשבוע או פעמיים בחודש.",אכילה שתיה לינה,אין שומעין לו | איפה שלמה | אכילה שתיה לינה | שלוש מאות ושלושים ואחת (גימטריה),4,knesset,knesset,14_ptm_532506.docx,clean
kn4-0389,ת״פ,"כאן אנחנו עוסקים בתחנה שהיא ת""פ שר הביטחון, ואפשר לקבוע את זה.",תחת פיקוד,תחת פיקוד | תיק פלילי | ארבע מאות ושמונים (גימטריה),3,knesset,knesset,14_ptm_532506.docx,clean
kn4-0390,מ״מ,"כאשר ביקרתי בבית משפחתו הראו לי תעודה שהוא קיבל ממני ב-1993, כאשר היה מ""מ, על הצטיינותו בחיסול חוליית מחבלים, חוליית ""חיזבאללה"".",מפקד מחלקה,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם | שמונים (גימטריה) | מעצר מנהלי,18,knesset,knesset,14_ptm_532506.docx,clean
kn4-0391,פר״ח,"57,000 מתנדבים פועלים במסגרת מבצעים חד-פעמיים, כגון פר""ח ואיגרת לזקן בערב ראש השנה, או בעריכת ליל-סדר לזקנים בודדים.",פרויקט חונכות,פרי חדש | פרויקט חונכות | פירש רבנו חננאל | מאתיים ושמונים ושמונה (גימטריה),4,knesset,knesset,14_ptm_532515.docx,clean
kn4-0392,ת״ק,"ממשלה אומללה, ממשלה כושלת, שמכשילה את השלום, מרחיקה אותנו ת""ק פרסה מפתרון מי השופכין.",חמש מאות (גימטריה),תנא קמא | תביעות קטנות | חמש מאות (גימטריה),3,knesset,knesset,14_ptm_532518.docx,clean
kn4-0393,מט״ח,"פעם יספרו על מט""ח חופשי ופעם יספרו על יום גשר נוסף.",מטבע חוץ,מטבע חוץ | מרכז לטכנולוגיה חינוכית | חמישים ושבע (גימטריה),3,knesset,knesset,14_ptm_532520.docx,clean
kn4-0394,אג״ם,"לאלוף גבי אשכנזי, עוזר ראש אג""ם, שבאמת השקיע מאמצים רבים אחרי כל המאבקים שהיו לי בצבא לגבי הנתונים.",אגף המבצעים,"אגף המבצעים | אגף המטה | אגף המטה הכללי | ארבעים וארבע (גימטריה) | אג""ם חקירות (משרד חוקרים פרטי)",5,knesset,knesset,14_ptm_532522.docx,clean
kn4-0395,אח״מ,"תעודות אח""מ לא הוחזרו אף שאנשים הפסיקו למלא תפקידים רשמיים.",אישיות חשובה מאוד,"אחרי מות | אחר מכן | אגף חקירות ומודיעין | אישיות חשובה מאוד | אחר מיתה, אחר מוֹת־ | ארבעים ותשע (גימטריה)",6,knesset,knesset,14_ptm_532523.docx,clean
kn4-0396,ת״פ,"אנחנו לא ת""פ שלה – לא שלה ולא של ראש הממשלה.",תחת פיקוד,תחת פיקוד | תיק פלילי | ארבע מאות ושמונים (גימטריה),3,knesset,knesset,14_ptm_532525.docx,clean
kn4-0397,ח״ן,"במסגרת זו, מחולקת לכל חיילת במסגרת הטירונות איגרת הסברה ובה מפורטות צורות שונות של הטרדה מינית, וכן אפשרויות התלונה העומדות בפניה, לרבות מספר הטלפון של ה""קו החם"" במפקדת קצינת ח""ן ראשית – ראה להלן.",חיל נשים,חיים נחמן (ביאליק) | חיל נשים | חכמת הנסתר | חשבון נייר (ח-ן) | חמישים ושמונה (גימטריה),5,knesset,knesset,14_ptm_532527.docx,clean
kn4-0398,מט״ח,"מעבר לרכש ובנוסף עליו, תוך ניצול מט""ח הסיוע העומד לרשותנו, נרכשו בשנת 1997 1,970 אוהלים נוספים מארצות-הברית.",מטבע חוץ,מטבע חוץ | מרכז לטכנולוגיה חינוכית | חמישים ושבע (גימטריה),3,knesset,knesset,14_ptm_532527.docx,clean
kn4-0399,ב״ש,"כיום מותקנות מערכות מיזוג אוויר בחברות הבאות: ""אגד"" – בכ-93% מצי האוטובוסים; ""דן"" – בכ-70% מצי האוטובוסים; חברת ב""ש –51% מצי האוטובוסים.",באר שבע,באר שבע | בית שאן | בית שמש | בית שמאי | ברוך שמו | שלוש מאות ושתיים (גימטריה),6,knesset,knesset,14_ptm_532533.docx,clean
kn4-0400,א״ב,"הסופר א""ב יהושע כתב, שבעוד חמש-שש שנים תהיה לנו מלחמת אזרחים בינינו וביניכם, ובמלחמה כמו במלחמה.",אברהם בולי (א.ב. יהושע),ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה | שלוש (גימטריה) | אברהם בולי (א.ב. יהושע),19,knesset,knesset,14_ptm_532533.docx,clean
kn4-0401,מד״ר,"אני חושב שהכרזת השביתה מחר כלחץ על חברי כנסת מהלכת אימים על החברה בישראל ושומטת את הכוח המוסרי מד""ר בלשר להטיף לנו מוסר.","ד""ר (מ- קליטי)","מדרש רבה | מדריך ראשי | משוואה דיפרנציאלית רגילה | ד""ר (מ- קליטי) | מאתיים וארבעים וארבע (גימטריה)",5,knesset,knesset,14_ptm_532534.docx,clean
kn4-0402,מד״ר,"זה שומט מד""ר בלשר את הכוח המוסרי להטיף מוסר לנו, כמחוקקים.","ד""ר (מ- קליטי)","מדרש רבה | מדריך ראשי | משוואה דיפרנציאלית רגילה | ד""ר (מ- קליטי) | מאתיים וארבעים וארבע (גימטריה)",5,knesset,knesset,14_ptm_532534.docx,clean
kn4-0403,כ״א,"בספר בראשית פרק כ""א מסופר: ותרא שרה את בן הגר המצרית – – – ותאמר לאברהם: גרש האמה הזאת ואת בנה, כי לא יירש בן האמה הזאת עם בני, עם יצחק.",עשרים ואחת (גימטריה),כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21 | עשרים ואחת (גימטריה),8,knesset,knesset,14_ptm_532534.docx,clean
kn4-0404,ס״ס,"על-פי הנמסר לנו, הגברת ס""ס לא קיבלה הערות לגבי אורך לבושה, ולא ננקטו שום צעדים נגדה.",ראשי תיבות שם פרטי ומשפחה (זהות חסויה),סוף-סוף | סוף סימן־ | ספק ספיקא | מאה ועשרים (גימטריה) | ראשי תיבות שם פרטי ומשפחה (זהות חסויה),5,knesset,knesset,14_ptm_532535.docx,clean
kn4-0405,בד״ר,"והממונה על ההגבלים העסקיים, בעבודה ראויה לציון – מדובר בד""ר טורבוביץ, הממונה היוצא שעובר לתפקיד אחר – ניסה לפתור את העניין.","ד""ר (ב- קליטי)","בית דין רבני | בן דב רפפורט | ד""ר (ב- קליטי) | מאתיים ושש (גימטריה)",4,knesset,knesset,14_ptm_532536.docx,clean
kn4-0406,מ״מ,"כמות גדולה של משקעים בזמן קצר, כ-100 מ""מ גשם בשש שעות, זו כמות גדולה מאוד, זה 20% מהממוצע השנתי של משקעים בחלק של 1 מ-600 של הזמן.",מילימטר,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם | שמונים (גימטריה) | מעצר מנהלי,18,knesset,knesset,14_ptm_532536.docx,clean
kn4-0407,מ״מ,"לא היו נפגעים ולא היה נזק, למעט חדירת כדור 9 מ""מ לבית פלסטיני בקסבה.",מילימטר,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם | שמונים (גימטריה) | מעצר מנהלי,18,knesset,knesset,14_ptm_532538.docx,clean
kn4-0408,כ״א,"אדוני היושב-ראש, בתאריך כ""א חשוון, 3 בנובמבר 1996, נערכה הפגנה ברשיון – אני מציין, ברשיון – בכיכר ספרא מול בניין העירייה.",עשרים ואחת (גימטריה),כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21 | עשרים ואחת (גימטריה),8,knesset,knesset,14_ptm_532539.docx,clean
kn4-0409,מ״ב,"לאור האמור, יוכל מר מ""ב להיבחן מחדש כעבור חמש שנים ממועד המבחן השלישי שערך במכון.",ארבעים ושתיים (גימטריה),משנה ברורה | מתן בסתר | מהרה בימינו | ארבעים ושתיים (גימטריה),4,knesset,knesset,14_ptm_532541.docx,clean
kn4-0410,י״ח,"משרד הבינוי והשיכון פנה לפני חודש – י""ח בסיוון, 22 ביולי – למשרד האוצר בבקשה להגדיל לאלתר את הסיוע לקבוצות חלשות במיוחד, תוך שימוש בעודפים צפויים בתקציב הסיוע.",שמונה עשרה (גימטריה),יוסף חיים | יודעי חן | שמונה עשרה (גימטריה),3,knesset,knesset,14_ptm_532541.docx,clean
kn4-0411,אש״ל,"הוא מקבל תוספות עבור רכב ועבור אש""ל, אשר משום-מה נשים אפילו במשרות בכירות בשירות המדינה אינן מקבלות.",אכילה שתיה לינה,אין שומעין לו | איפה שלמה | אכילה שתיה לינה | שלוש מאות ושלושים ואחת (גימטריה),4,knesset,knesset,14_ptm_532542.docx,clean
kn4-0412,רמ״ח,"כאדם פטריוט בכל רמ""ח איבריו, כמי ששירת את המדינה ודואג לעתידה, אני מאוד חושש, שמה שקרה לנו בדרך, בשלושת החודשים האחרונים, זו תאונה מאוד קשה.",מספר האיברים בגוף האדם,ראש מחלקה | מספר האיברים בגוף האדם | מאתיים וארבעים ושמונה (גימטריה),3,knesset,knesset,14_ptm_532542.docx,clean
kn4-0413,ח״ן,"זה היה ליודעי ח""ן, ואני מתנצלת בפני כל הציבור שלא הבין על מה אני מדברת במשפט האחרון שלי.",חכמת הנסתר,חיים נחמן (ביאליק) | חיל נשים | חכמת הנסתר | חשבון נייר (ח-ן) | חמישים ושמונה (גימטריה),5,knesset,knesset,14_ptm_532549.docx,clean
kn4-0414,מ״ק,"ההפחתה גרמה לעודפי ביקוש רבים, אשר חייבו מהילת כ-20 מיליון מ""ק מים שפירים במפעל, וכן לגירעונות הידרולוגיים.",מטר מעוקב,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת | מאה וארבעים (גימטריה),11,knesset,knesset,14_ptm_532549.docx,clean
kn4-0415,בד״ר,"נדמה לי שאין שום סיבה בעולם לזלזל בד""ר דהאן, לזלזל במכון ירושלים לחקר ישראל וגם לזלזל במגמה שהובילה לממצאים הללו.","ד""ר (ב- קליטי)","בית דין רבני | בן דב רפפורט | ד""ר (ב- קליטי) | מאתיים ושש (גימטריה)",4,knesset,knesset,14_ptm_532549.docx,clean
kn4-0416,אי״ל,"כשערבי הרג ערבי בחלחול, הוא ישר שומע בחדשות שארגון אי""ל לוקח אחריות.",ארגון יהודי לוחם,ארגון יהודי לוחם | אגודה ישראלית לסכרת | ארבעים ואחת (גימטריה),3,knesset,knesset,14_ptm_532552.docx,clean
kn4-0417,כ״ז,"חברי הכנסת, על-פי הקבוע בחוק יום הזיכרון לשואה ולגבורה, חל יום הזיכרון ביום כ""ז בניסן.",עשרים ושבע (גימטריה),כל זאת | כל זמן | עשרים ושבע (גימטריה),3,knesset,knesset,14_ptm_532553.docx,clean
kn4-0418,כ״ח,"כדי שלא לגרום לחילול שבת וכדי לציין באורח ממלכתי ומכובד את יום הזיכרון לשואה ולגבורה, הציעה הממשלה, כהוראת שעה, כי יום הזיכרון יידחה ביום אחד והוא יקוים השנה ביום שני בשבוע, כ""ח בניסן.",עשרים ושמונה (גימטריה),כהנא חי | כתיב חסר | כדור חוזר | כינוי חבור | עשרים ושמונה (גימטריה),5,knesset,knesset,14_ptm_532553.docx,clean
kn4-0419,כ״ח,"אי-לכך החליטה הוועדה לחוקק חוק כהוראת קבע – הוראת קבע ולא כהוראת שעה בלבד, כך שבכל שנה שבה יחול יום הזיכרון לשואה ולגבורה ביום ראשון בשבוע, הוא יידחה ליום שני בשבוע ויחול ביום כ""ח בניסן.",עשרים ושמונה (גימטריה),כהנא חי | כתיב חסר | כדור חוזר | כינוי חבור | עשרים ושמונה (גימטריה),5,knesset,knesset,14_ptm_532553.docx,clean
kn4-0420,מ״ע,"נעיר עוד, כי שתי החיילות עברו לשרת בבסיס אחר, על-פי בקשתן שקדמה להחלטת הוועדה לאי-התרת התחייבות מ""ע, ולא כאמור בכתבה – כאילו נבעה העברתן לבסיס אחר מהחלטת הוועדה כאמור.",התחייבות תמורת מענק עידוד,מצות עשה | מנוחתו עדן | מאה ועשר (גימטריה) | ראשי תיבות שם פרטי ומשפחה (זהות חסויה) | התחייבות תמורת מענק עידוד,5,knesset,knesset,14_ptm_532553.docx,human_review
kn4-0421,הרא״ה,"יליד חיפה, תלמיד בבית-הספר ""יבנה"" וחניך ישיבת ""בני עקיבא"" בכפר-הרא""ה.",הרב אברהם יצחק הכהן קוק,הרב אברהם יצחק הכהן קוק | רבי אהרן הלוי | מאתיים ואחת עשרה (גימטריה),3,knesset,knesset,14_ptm_532555.docx,clean
kn4-0422,רמ״ח,"הוא עבר לבאר-שבע להיות ראש עיר, אבל הוא היה ירושלמי בכל רמ""ח איבריו.",מספר האיברים בגוף האדם,ראש מחלקה | מספר האיברים בגוף האדם | מאתיים וארבעים ושמונה (גימטריה),3,knesset,knesset,14_ptm_532555.docx,clean
kn4-0423,אצ״ל,"גם אנשי אצ""ל היו בצי, גם אנשי אצ""ל היו לוחמים.",ארגון צבאי לאומי,ארגון צבאי לאומי | אין צריך לומר | מאה ועשרים ואחת (גימטריה),3,knesset,knesset,14_ptm_532559.docx,clean
kn4-0424,פו״ם,"יושבים כאן ביציע האורחים אנשי פו""ם של המשטרה, והם רואים מה שקורה בכבישי הארץ.",פיקוד ומטה,פיקוד ומטה | פוליטיקה וממשל | המכללה הבין זרועית לפיקוד ולמטה | פלוגות מיוחדות | מאה ועשרים ושש (גימטריה),5,knesset,knesset,14_ptm_532563.docx,clean
kn4-0425,מד״ר,"מה שקרה הוא, שבסופו של דבר חלק מהמסקנות הן מסקנות לא ברורות ולא חד-משמעיות, וזה היה ברור מאליו, כי הבנתי מד""ר צמרת שהוא עשה מאמצים גדולים להגיע להסכמות, וההסכמות חייבו טשטוש מסקנות מסוימות.","ד""ר (מ- קליטי)","מדרש רבה | מדריך ראשי | משוואה דיפרנציאלית רגילה | ד""ר (מ- קליטי) | מאתיים וארבעים וארבע (גימטריה)",5,knesset,knesset,14_ptm_532563.docx,clean
kn4-0426,ס״מ,"התאונה התרחשה כאשר הילד שיחק במתקן שגובהו 30 ס""מ מעל הקרקע, ותוך כדי משחק נפל מהמתקן ונפגע.",סנטימטר,סנטימטר | סגן מפקד | סמאל | סטרא דמסאבותא | מאה (גימטריה),5,knesset,knesset,14_ptm_532563.docx,clean
kn4-0427,פ״ד,"אני שאלתי את השאלה השנייה משום שכאן יש לי ביד, כך אמרתי, פ""ד/2358 – – –",פסק(י) דין,פרק רביעי | פסק(י) דין | שמונים וארבע (גימטריה),3,knesset,knesset,14_ptm_532565.docx,clean
kn4-0428,רמ״ח,"שאלתי את אחד מחברי, ברוח הדברים שאתה שואל, ולא מעל במת הכנסת, והוא איש הגון וישר, איש מפלגת העבודה בכל רמ""ח איבריו, ואין שום סיכוי בעולם שאשכנע אותו להצביע אחרת: תראה מה הדברים.",מספר האיברים בגוף האדם,ראש מחלקה | מספר האיברים בגוף האדם | מאתיים וארבעים ושמונה (גימטריה),3,knesset,knesset,14_ptm_532568.docx,clean
kn4-0429,סמ״ר,"""באתי לתת למולדת את המירב"" – נימק סמ""ר גיא גולן, זיכרונו לברכה, את בקשתו בשאלון הקבלה לשייטת.",סמל ראשון,סמל ראשון | ספינת משמר | סנטימטר רבוע | שלוש מאות (גימטריה),4,knesset,knesset,14_ptm_532572.docx,clean
kn4-0430,מב״ר,"אדוני סגן השר, הגשתי את השאילתא לא בשביל להביע משאלת-לב, אלא כדי שמשרד החינוך יאמר מה עמדתו לגבי מב""ר, ואם הוא הולך לתגבר את התוכנית הזו.",מסלול בגרויות רגיל,משרד הבריאות | מסלול בגרויות רגיל | מפגר בעל רצון | מאתיים וארבעים ושתיים (גימטריה),4,knesset,knesset,14_ptm_532574.docx,clean
kn4-0431,מב״ר,"ובכן, אני לא יכול לתת לך, חבר הכנסת אפי אושעיה, שבועה, שתוכנית מב""ר לא תקוצץ.",מסלול בגרויות רגיל,משרד הבריאות | מסלול בגרויות רגיל | מפגר בעל רצון | מאתיים וארבעים ושתיים (גימטריה),4,knesset,knesset,14_ptm_532574.docx,clean
kn4-0432,מב״ר,"מה ייעשה כדי להבטיח שגם התלמידים לקויי הלמידה ימשיכו ליהנות מתוכנית מב""ר?",מסלול בגרויות רגיל,משרד הבריאות | מסלול בגרויות רגיל | מפגר בעל רצון | מאתיים וארבעים ושתיים (גימטריה),4,knesset,knesset,14_ptm_532576.docx,clean
kn4-0433,מב״ר,"תלמידי מב""ר, אף שהם תלמידים אינטרנים, זכאים להיבחן במועד חורף.",מסלול בגרויות רגיל,משרד הבריאות | מסלול בגרויות רגיל | מפגר בעל רצון | מאתיים וארבעים ושתיים (גימטריה),4,knesset,knesset,14_ptm_532576.docx,clean
kn4-0434,מב״ר,"נקבע מראש, כי תלמידי מב""ר, הזקוקים להקלות ממשיות – בחינה בעל-פה ושאלון בית-ספרי – לא ייבחנו במועד החורף, כיוון שזהו מועד מצומצם, והמשרד אינו ערוך מבחינה מינהלית לתת שירותים אלה.",מסלול בגרויות רגיל,משרד הבריאות | מסלול בגרויות רגיל | מפגר בעל רצון | מאתיים וארבעים ושתיים (גימטריה),4,knesset,knesset,14_ptm_532576.docx,clean
