item_id,acronym,sentence,provisional_expansion,sense_id,gold_expansion,label_status,n_candidates,candidates,provenance,multi_sense_type,batch,source,page_title
ha-02676,קב״מ,קב״מ היא קרינה אלקטרומגנטית שאינה מסוגלת ליינן אטומים או מולקולות.,קרינה בלתי מייננת,קב״מ.02,קרינה בלתי מייננת,weak,2,קבלן משנה | קרינה בלתי מייננת,substituted,yes,3,wikipedia,קרינה בלתי מייננת
ha-02677,קב״מ,"שלא כמו קרינה מייננת, קב״מ לא גורמת לנזקים בריאותיים, אם כי קב״מ בעוצמה גבוהה יכולה לחמם עצמים ורקמות בהם היא עוברת.",קרינה בלתי מייננת,קב״מ.02,קרינה בלתי מייננת,weak,2,קבלן משנה | קרינה בלתי מייננת,substituted,yes,3,wikipedia,קרינה בלתי מייננת
ha-02678,קב״מ,"כמו קרינה מייננת, גם קב״מ מעבירה אנרגיה לחומר שהיא פוגעת בו במנות שגודלן קבוע עבור סוג הקרינה.",קרינה בלתי מייננת,קב״מ.02,קרינה בלתי מייננת,weak,2,קבלן משנה | קרינה בלתי מייננת,substituted,yes,3,wikipedia,קרינה בלתי מייננת
ha-02679,קב״ר,"מקטע T71, רינתיה-טירת יהודה, קב״ר חברת ""יואל וגילי עזריה"" – הנחת מסילה נוספת.",קבלן ראשי,קב״ר.01,קבלן ראשי,weak,2,קבלן ראשי | קצין בינה רשתית,substituted,yes,3,wikipedia,המסילה המזרחית החדשה
ha-02680,קב״ר,"מקטעים T72-T73, טירת יהודה-בני עטרות, קב״ר חברת ""קן התור"" – הנחת מסילה נוספת.",קבלן ראשי,קב״ר.01,קבלן ראשי,weak,2,קבלן ראשי | קצין בינה רשתית,substituted,yes,3,wikipedia,המסילה המזרחית החדשה
ha-02681,קב״ר,נפסק כי קב״ר וקבלן משנה חייבים בחובה כללית להבטחת שלומו וביטחונו של כל אדם שהם צופים ו/או צריכים לצפות שהוא עשוי להיות מושפע מהמתרחש בשטח.,קבלן ראשי,קב״ר.01,קבלן ראשי,weak,2,קבלן ראשי | קצין בינה רשתית,substituted,yes,3,wikipedia,אחריות מעסיק קבלן (בעל חוזה)
ha-02682,קב״ר,היה קב״ר של האמצעים המיוחדים בתקופה שקדמה למלחמת יום הכיפורים.,קצין בינה רשתית,קב״ר.02,קצין בינה רשתית,weak,2,קבלן ראשי | קצין בינה רשתית,substituted,yes,3,wikipedia,ספי בן-יוסף
ha-02683,קב״ר,"עם השבויים נמנה עמוס לוינברג, קב״ר במודיעין אשר כונה בפי הסורים ""הפרופסור היהודי"" בשל הידיעות הרבות שמסר בשבי.",קצין בינה רשתית,קב״ר.02,קצין בינה רשתית,weak,2,קבלן ראשי | קצין בינה רשתית,substituted,yes,3,wikipedia,מוצב החרמון
ha-02684,קב״ש,"קב״ש היא קבוצת מזמורי תהילים ופיוט הנאמרים בבית הכנסת בזמן המעבר בין ערב שבת לליל שבת, בין תפילת מנחה של חול לתפילת ערבית של שבת, ומציינת את תחילתה של השבת.",קבלת שבת,קב״ש.01,קבלת שבת,weak,3,קבלת שבת | קילובייט לשנייה | קצין ביטחון שדה,substituted,yes,3,wikipedia,קבלת שבת
ha-02685,קב״ש,"בהשראת הטקס הדתי התפתחו גם טקסים ואירועים שונים בשם זהה עם מאפיינים מסורתיים או חילוניים על ידי קבוצות יהודיות שונות, בערב שבת ובליל השבת (לדוגמה, טקס קב״ש בקיבוצים).",קבלת שבת,קב״ש.01,קבלת שבת,weak,3,קבלת שבת | קילובייט לשנייה | קצין ביטחון שדה,substituted,yes,3,wikipedia,קבלת שבת
ha-02686,קב״ש,"בקהילת פרנקפורט דמיין, לא נתקבל מנהג קב״ש בבית כנסת המרכזי עד תקופת הרב שמשון רפאל הירש, ובוורמייזא לא נתקבל כל עוד שהייתה שם קהילה.",קבלת שבת,קב״ש.01,קבלת שבת,weak,3,קבלת שבת | קילובייט לשנייה | קצין ביטחון שדה,substituted,yes,3,wikipedia,קבלת שבת
ha-02687,קב״ש,"במקור, השירים היו זמינים רק עם הגנת DRM והיו מקודדים ב-128 קב״ש.",קילובייט לשנייה,קב״ש.02,קילובייט לשנייה,weak,3,קבלת שבת | קילובייט לשנייה | קצין ביטחון שדה,substituted,yes,3,wikipedia,חנות האייטונס
ha-02688,קב״ש,"בתערוכת מקוורלד 2009, הודיעה אפל כי כל המוזיקה ב-iTunes תהיה זמינה ללא DRM ותקודד בקצב גבוה יותר, של 256 קב״ש.",קילובייט לשנייה,קב״ש.02,קילובייט לשנייה,weak,3,קבלת שבת | קילובייט לשנייה | קצין ביטחון שדה,substituted,yes,3,wikipedia,חנות האייטונס
ha-02689,קב״ש,"בישראל היו כמה מאות שותפי סוד, ולכן מינה הדר קמחי מתוך שייטת ספינות הטילים קב״ש מיוחד לנושא.",קצין ביטחון שדה,קב״ש.03,קצין ביטחון שדה,weak,3,קבלת שבת | קילובייט לשנייה | קצין ביטחון שדה,substituted,yes,3,wikipedia,ספינות שרבורג
ha-02690,קג״מ,"כך לדוגמה נפסק, שנתינת מטבע מהווה מעשה קניין: ""אם המקום מקום שקונין קג״מ בנתינת אותו פשוט [מטבע], הדין עם ראובן [הקונה]..."", שהקניין תקף מדין סיטומתא.",קנין גמור,קג״מ.01,קנין גמור,weak,2,קילוגרם מסה | קנין גמור,substituted,no,3,wikipedia,סיטומתא
ha-02691,קו״ח,"קו״ח היא שפה רשמית במדינות רבות: ארצות הברית, הממלכה המאוחדת, אירלנד, קנדה, ניו זילנד, מלטה, הודו, פקיסטן, הפיליפינים, סינגפור, ובמספר מדינות באפריקה, באמריקה הלטינית ובאיי אוקיאניה.",אנגלית,קו״ח.01,אנגלית,weak,5,אנגלית | קורות חיים | קל וחומר | קול חתן | קודם חורבן,substituted,yes,2,wikipedia,אנגלית
ha-02692,קו״ח,"על־פי הערכות, יש בעולם בין 500 מיליון ל־1.8 מיליארד דוברי קו״ח ברמה כלשהי, בין כשפת אם או כשפה שנייה.",אנגלית,קו״ח.01,אנגלית,weak,5,אנגלית | קורות חיים | קל וחומר | קול חתן | קודם חורבן,substituted,yes,2,wikipedia,אנגלית
ha-02693,קו״ח,"מתוכם, בין 300 ל־450 מיליוני בני אדם מדברים קו״ח כשפת אם.",אנגלית,קו״ח.01,אנגלית,weak,5,אנגלית | קורות חיים | קל וחומר | קול חתן | קודם חורבן,substituted,yes,2,wikipedia,אנגלית
ha-02694,קו״ח,מסמך קו״ח נפוץ במיוחד בתחום התעסוקתי – הוא נשלח על ידי אדם למעסיקים פוטנציאליים ומאפשר להם להעריך את מידת ההתאמה של המועמד להעסקה.,קורות חיים,קו״ח.02,קורות חיים,weak,5,אנגלית | קורות חיים | קל וחומר | קול חתן | קודם חורבן,substituted,yes,2,wikipedia,קורות חיים
ha-02695,קו״ח,"קו״ח משמשים גם אנשים המעוניינים להציג עצמם בפני ציבור כלשהו, לדוגמה, אישיות פוליטית בפני ציבור בוחריה, סופר בפני קוראיו, וכדומה.",קורות חיים,קו״ח.02,קורות חיים,weak,5,אנגלית | קורות חיים | קל וחומר | קול חתן | קודם חורבן,substituted,yes,2,wikipedia,קורות חיים
ha-02696,קו״ח,סינון המועמדים הגדול ביותר על ידי המעסיק נעשה בשלב זה - ישנן משרות להן מתקבלות מאות קו״ח.,קורות חיים,קו״ח.02,קורות חיים,weak,5,אנגלית | קורות חיים | קל וחומר | קול חתן | קודם חורבן,substituted,yes,2,wikipedia,קורות חיים
ha-02697,קו״ח,"לעיתים, כדי לציין קו״ח חזק במיוחד משתמשים בביטוי קו״ח בן בנו של קו״ח, למרות שהמשמעות המקורית של ביטוי זה היא דווקא ""קו״ח"" חלש, מאחר שמקור ההשוואה עצמו נלמד ב""קו״ח"".",קל וחומר,קו״ח.03,קל וחומר,weak,5,אנגלית | קורות חיים | קל וחומר | קול חתן | קודם חורבן,substituted,yes,2,wikipedia,קל וחומר
ha-02698,קו״ח,"הכלל של ""דיו"" תקף גם לגבי הדין שמהווה את הצד החמור המאפשר לימוד של קו״ח.",קל וחומר,קו״ח.03,קל וחומר,weak,5,אנגלית | קורות חיים | קל וחומר | קול חתן | קודם חורבן,substituted,yes,2,wikipedia,קל וחומר
ha-02699,קו״ח,"כלומר, לא ניתן ללמוד בעזרת קו״ח דין יותר חמור מאשר הדין שנושאו הוכרז כחמור יותר.",קל וחומר,קו״ח.03,קל וחומר,weak,5,אנגלית | קורות חיים | קל וחומר | קול חתן | קודם חורבן,substituted,yes,2,wikipedia,קל וחומר
ha-02700,קו״נ,"פירושו ""קו״נ"" נדפס עשרות פעמים והוא אחד מהפירושים הפופולריים על המשנה.",קב ונקי,קו״נ.01,קב ונקי,weak,3,קולנוע | קב ונקי | קורבן נתנאל,substituted,yes,3,wikipedia,אלישע בן אברהם (רב)
ha-02701,קו״נ,מקור שם הפירוש הוא בביטוי קו״נ המתאר כמות קטנה (קב) באיכות גבוהה.,קב ונקי,קו״נ.01,קב ונקי,weak,3,קולנוע | קב ונקי | קורבן נתנאל,substituted,yes,3,wikipedia,אלישע בן אברהם (רב)
ha-02702,קו״נ,"פירוש ""קו״נ"" נדפס כ-20 פעמים מאז שיצא, ונכלל גם במהדורה המודרנית ""משנה סדורה"".",קב ונקי,קו״נ.01,קב ונקי,weak,3,קולנוע | קב ונקי | קורבן נתנאל,substituted,yes,3,wikipedia,אלישע בן אברהם (רב)
ha-02703,קו״נ,"בדרך כלל, המונח מתייחס לאדם המופיע בסרט קו״נ, בתיאטרון, או בטלוויזיה, ולעיתים מתייחס גם להופעות רחוב.",קולנוע,קו״נ.02,קולנוע,weak,3,קולנוע | קב ונקי | קורבן נתנאל,substituted,yes,3,wikipedia,שחקן
ha-02704,קו״נ,"סרט קו״נ מוצג באופן מסורתי בבית קו״נ, אולם ניתן לצפות בסרטי קו״נ גם באמצעי צפייה ביתיים כגון שידורי טלוויזיה, מכשירי וידאו ו-DVD וגם באמצעות מחשב.",קולנוע,קו״נ.02,קולנוע,weak,3,קולנוע | קב ונקי | קורבן נתנאל,substituted,yes,3,wikipedia,סרט קולנוע
ha-02705,קו״נ,"כשהפסקול של סרט קו״נ כולל שירים או יצירות מוזיקליות רבות, נהוג להדפיסו על-גבי קלטות ותקליטורים ולמוכרו בנפרד מהסרט.",קולנוע,קו״נ.02,קולנוע,weak,3,קולנוע | קב ונקי | קורבן נתנאל,substituted,yes,3,wikipedia,סרט קולנוע
ha-02706,קמ״א,"עם סיום לימודיו חוזר העתודאי לשירות פעיל, יוצא לקורס קצינים או משובץ ביחידתו בתור קמ״א ומשלים את שירותו הסדיר.",קצין מקצועי אקדמי,קמ״א.01,קצין מקצועי אקדמי,weak,2,קורס מפקדי איסוף | קצין מקצועי אקדמי,substituted,no,3,wikipedia,העתודה האקדמית
ha-02707,קמ״ט,"הוא עבר הכשרה כלוחם, קמ״ט וקורס קציני שריון.",קורס מפקדי טנקים,קמ״ט.01,קורס מפקדי טנקים,weak,3,קצין מטה | קורס מפקדי טנקים | קצין מיון טרומי,substituted,yes,3,wikipedia,גל שוחמי
ha-02708,קמ״ט,"ב-2010 לסגן מפקד חטיבה 460, ב-2011 מונה למפקד גדוד 196 (קמ״ט וקורס קציני שריון) בחטיבה 460.",קורס מפקדי טנקים,קמ״ט.01,קורס מפקדי טנקים,weak,3,קצין מטה | קורס מפקדי טנקים | קצין מיון טרומי,substituted,yes,3,wikipedia,גל שוחמי
ha-02709,קמ״ט,"פיקד על גדוד 53 בחטיבה 188, לאחר מכן שירת כסגן מפקד חטיבה 188 ובאוגוסט 2009 מונה למפקד גדוד 196, גדוד קמ״ט וקורס קציני שריון בחטיבה 460.",קורס מפקדי טנקים,קמ״ט.01,קורס מפקדי טנקים,weak,3,קצין מטה | קורס מפקדי טנקים | קצין מיון טרומי,substituted,yes,3,wikipedia,אמיר חמוד
ha-02710,קמ״ט,קמ״ט איכות הסביבה - אחראי על ענייני איכות הסביבה ביהודה ושומרון הוא עובד המשרד להגנת הסביבה.,קצין מטה,קמ״ט.02,קצין מטה,weak,3,קצין מטה | קורס מפקדי טנקים | קצין מיון טרומי,substituted,yes,3,wikipedia,המנהל האזרחי
ha-02711,קמ״ט,"קמ״ט משפטים ורישום מקרקעין - עובד משרד המשפטים, אחראי על הסדרה, על רישום ועל מתן ייעוץ בנוגע לבעלות על קרקעות בשטחי ""C"".",קצין מטה,קמ״ט.02,קצין מטה,weak,3,קצין מטה | קורס מפקדי טנקים | קצין מיון טרומי,substituted,yes,3,wikipedia,המנהל האזרחי
ha-02712,קמ״ט,קמ״ט מדידות - הממונה על המדידות בשטחי יהודה ושומרון הוא עובד המרכז למיפוי ישראל.,קצין מטה,קמ״ט.02,קצין מטה,weak,3,קצין מטה | קורס מפקדי טנקים | קצין מיון טרומי,substituted,yes,3,wikipedia,המנהל האזרחי
ha-02713,קמ״ש,המכונית המהירה ביותר בעולם נכון לשנת 2025 היא ה-Yangwang U9 החשמלית (מבית BYD) שהגיע ל-497 קילומטר בשעה והמכונית הראשונה שהגיעה למהירות 200 קמ״ש היא היגואר XK120 ששברה שיא עולמי בשנת 1949.,קילומטרים לשעה,קמ״ש.01,קילומטרים לשעה,weak,3,קילומטרים לשעה | קצין משמרת | קצין משפטים,substituted,yes,3,wikipedia,המכונית המהירה ביותר בעולם
ha-02714,קמ״ש,היא האיצה מ-0 ל-100 קמ״ש בתוך 3.7 שניות והגיעה למהירות מרבית של 345 קמ״ש.,קילומטרים לשעה,קמ״ש.01,קילומטרים לשעה,weak,3,קילומטרים לשעה | קצין משמרת | קצין משפטים,substituted,yes,3,wikipedia,אאודי R8
ha-02715,קמ״ש,היא מאיצה מ-0 ל-100 קמ״ש בתוך 4.6 שניות ומגיעה למהירות מרבית של 301 קמ״ש.,קילומטרים לשעה,קמ״ש.01,קילומטרים לשעה,weak,3,קילומטרים לשעה | קצין משמרת | קצין משפטים,substituted,yes,3,wikipedia,אאודי R8
ha-02716,קמ״ש,"קמ״ש גשר הוא הקצין האחראי לאונייה, נוסעיה ומטענה בעת המשמרת.",קצין משמרת,קמ״ש.02,קצין משמרת,weak,3,קילומטרים לשעה | קצין משמרת | קצין משפטים,substituted,yes,3,wikipedia,קצין משמרת גשר
ha-02717,קמ״ש,רב חובל אנריקו לוי עוד כמנהל בית הספר הימי בחיפה ראה את קמ״ש גשר כמודל לחינוך.,קצין משמרת,קמ״ש.02,קצין משמרת,weak,3,קילומטרים לשעה | קצין משמרת | קצין משפטים,substituted,yes,3,wikipedia,קצין משמרת גשר
ha-02718,קמ״ש,מיקום SOS' בעבר נדרש קמ״ש הגשר לרשום ביומן הנשמר אצל קצין האלחוט בתחילת המשמרת ובאמצעיתה את DR של האונייה.,קצין משמרת,קמ״ש.02,קצין משמרת,weak,3,קילומטרים לשעה | קצין משמרת | קצין משפטים,substituted,yes,3,wikipedia,קצין משמרת גשר
ha-02719,קמ״ש,תחילה היו אלה דרגות של קמ״ש וקצין רפואה שהוענקו לבוגרי העתודה האקדמית.,קצין משפטים,קמ״ש.03,קצין משפטים,weak,3,קילומטרים לשעה | קצין משמרת | קצין משפטים,substituted,yes,3,wikipedia,"קצונה מקצועית בצה""ל"
ha-02720,קמ״ש,"בשנת 1949, עם קבלת רישיון לעריכת דין, החל לעבוד בתור קמ״ש בפרקליטות הצבאית בירושלים.",קצין משפטים,קמ״ש.03,קצין משפטים,weak,3,קילומטרים לשעה | קצין משמרת | קצין משפטים,substituted,yes,3,wikipedia,שבתי זכריה
ha-02721,קפ״ל,"קפ״ל היא תחרות אתלטיקה ומקצוע אולימפי בענף הקפיצות, בה המתחרים נדרשים לקפוץ מעל רף (מוט) אופקי הממוקם בגובה מסוים, מבלי להפילו.",קפיצה לגובה,קפ״ל.01,קפיצה לגובה,weak,2,קפיצה לגובה | קפיצה לרוחק,substituted,yes,3,wikipedia,קפיצה לגובה
ha-02722,קפ״ל,מבצע קפ״ל החל ב־26 באוגוסט 1946 והסתיים בסוף פברואר 1947.,קפיצה לגובה,קפ״ל.01,קפיצה לגובה,weak,2,קפיצה לגובה | קפיצה לרוחק,substituted,yes,3,wikipedia,מבצע קפיצה לגובה
ha-02723,קפ״ל,"משימתו העיקרית של מבצע קפ״ל הייתה להקים את הבסיס למחקר אנטארקטיקה ""אמריקה הקטנה IV"" על מדף הקרח רוס.",קפיצה לגובה,קפ״ל.01,קפיצה לגובה,weak,2,קפיצה לגובה | קפיצה לרוחק,substituted,yes,3,wikipedia,מבצע קפיצה לגובה
ha-02724,קפ״ל,"קפ״ל, או קפיצה למרחק, היא מקצוע באתלטיקה קלה, שמטרת האתלט שמתחרה בו היא לעבור מרחק גדול ככל האפשר בקפיצה אופקית.",קפיצה לרוחק,קפ״ל.02,קפיצה לרוחק,weak,2,קפיצה לגובה | קפיצה לרוחק,substituted,yes,3,wikipedia,קפיצה לרוחק
ha-02725,קפ״ל,תחרויות קפ״ל נכללות בתוכנית האולימפית לגברים החל מהאולימפיאדה הראשונה ב-1896 ולנשים מאולימפיאדת אמסטרדם (1928).,קפיצה לרוחק,קפ״ל.02,קפיצה לרוחק,weak,2,קפיצה לגובה | קפיצה לרוחק,substituted,yes,3,wikipedia,קפיצה לרוחק
ha-02726,קפ״ל,"אלופה אולימפית (סיאול 1988), פעמיים ברציפות אלופת עולם (רומא 1987 וטוקיו 1991) ושיאנית עולם בעבר קפ״ל.",קפיצה לרוחק,קפ״ל.02,קפיצה לרוחק,weak,2,קפיצה לגובה | קפיצה לרוחק,substituted,yes,3,wikipedia,ג'קי ג'וינר קרסי
ha-02727,קצא״א,"ב-2014, לאחר קצא״א, ניהלה שורקי מבצע לגיוס מתנדבים לשיקום השמורה.",דליפת הנפט בשמורת עברונה,קצא״א.03,דליפת הנפט בשמורת עברונה,weak,3,קו צינור אילת-אשקלון | דליפת הנפט בשמורת עברונה | חברת קו צינור אירופה אסיה,substituted,yes,3,wikipedia,רעיה שורקי
ha-02728,קצא״א,"הנמל הופעל משנת 1970, ועד 2019 על ידי חברת קו צינור אילת אשקלון ומאז על ידי ממשיכתה - ""קצא״א"".",חברת קו צינור אירופה אסיה,קצא״א.02,חברת קו צינור אירופה אסיה,weak,3,קו צינור אילת-אשקלון | דליפת הנפט בשמורת עברונה | חברת קו צינור אירופה אסיה,substituted,yes,3,wikipedia,"נמל אשקלון - קצא""א"
ha-02729,קצא״א,הקו הופעל על ידי חברת קו צינור אילת אשקלון וכיום מופעל על ידי קצא״א.,חברת קו צינור אירופה אסיה,קצא״א.02,חברת קו צינור אירופה אסיה,weak,3,קו צינור אילת-אשקלון | דליפת הנפט בשמורת עברונה | חברת קו צינור אירופה אסיה,substituted,yes,3,wikipedia,קו צינור אילת-אשקלון
ha-02730,קצא״א,"בשלב ראשון עובדי קצא""א בשיתוף פקחי רשות הטבע והגנים הגיעו לאתר ויצרו מחסומים פיזיים בעזרת דחפורים על מנת לעצור את התפשטות הנפט בשמורה.",קו צינור אילת-אשקלון,קצא״א.01,קו צינור אילת-אשקלון,verified,3,קו צינור אילת-אשקלון | דליפת הנפט בשמורת עברונה | חברת קו צינור אירופה אסיה,natural,yes,3,wikipedia,עברונה
ha-02731,קצא״א,"ראש הממשלה באותה עת, בנימין נתניהו, החליט זמן קצר לאחר מכן, ששיקום השמורה ייעשה מכספי המדינה, ועורר בכך כעס רב מצד הטוענים שחברת קצא""א הייתה אמורה לשאת בעלויות אלה.",קו צינור אילת-אשקלון,קצא״א.01,קו צינור אילת-אשקלון,verified,3,קו צינור אילת-אשקלון | דליפת הנפט בשמורת עברונה | חברת קו צינור אירופה אסיה,natural,yes,3,wikipedia,עברונה
ha-02732,קצא״א,"נגד קצא""א הוגשו מספר תביעות ייצוגיות שאוחדו לתובענה ייצוגית אזרחית אחת.",קו צינור אילת-אשקלון,קצא״א.01,קו צינור אילת-אשקלון,verified,3,קו צינור אילת-אשקלון | דליפת הנפט בשמורת עברונה | חברת קו צינור אירופה אסיה,natural,yes,3,wikipedia,עברונה
ha-02733,קצא״א,בשנת 2017 עבר תפעול הקו מחברת קצא״א לחברת קו צינור אירופה אסיה.,קו צינור אילת-אשקלון,קצא״א.01,קו צינור אילת-אשקלון,weak,3,קו צינור אילת-אשקלון | דליפת הנפט בשמורת עברונה | חברת קו צינור אירופה אסיה,substituted,yes,3,wikipedia,קו צינור אילת-אשקלון
ha-02734,קצא״א,"כמו כן, הוקם קצא״א שהזרים את הדלק הגולמי שהגיע לאילת אל הים התיכון, ומשם למדינות שונות.",קו צינור אילת-אשקלון,קצא״א.01,קו צינור אילת-אשקלון,weak,3,קו צינור אילת-אשקלון | דליפת הנפט בשמורת עברונה | חברת קו צינור אירופה אסיה,substituted,yes,3,wikipedia,חברת קו צינור אילת אשקלון
ha-02735,קצא״א,"בדצמבר 1969 הסתיימה בניית קצא״א וכן נמלי הדלק באילת ובאשקלון, והחל השימוש בקו להזרמת נפט איראני לאירופה.",קו צינור אילת-אשקלון,קצא״א.01,קו צינור אילת-אשקלון,weak,3,קו צינור אילת-אשקלון | דליפת הנפט בשמורת עברונה | חברת קו צינור אירופה אסיה,substituted,yes,3,wikipedia,חברת קו צינור אילת אשקלון
ha-02736,קק״ל,"לאחר הקמת מדינת ישראל התאגדה קק""ל כחברה ישראלית ובתזכיר התאגדותה משנת 1954 נוסחו מטרותיה ובהן קניה וחכירת קרקעות ליישוב יהודים.",קרן קיימת לישראל,קק״ל.01,קרן קיימת לישראל,verified,2,קרן קיימת לישראל | קילו קלוריה,natural,no,3,wikipedia,קרן קיימת לישראל
ha-02737,קק״ל,"לפני קום המדינה עסקה קק""ל בעיקר ברכישת קרקעות בארץ ישראל לשם יישוב יהודים בהן.",קרן קיימת לישראל,קק״ל.01,קרן קיימת לישראל,verified,2,קרן קיימת לישראל | קילו קלוריה,natural,no,3,wikipedia,קרן קיימת לישראל
ha-02738,קק״ל,"בחודש אוגוסט 2014 פורסם כי דירקטוריון קק""ל קיבל החלטה לפיה קק""ל תיערך להיפרדות מן המדינה והפסקת ההתקשרות עם רשות מקרקעי ישראל המנהלת את אדמות קק""ל.",קרן קיימת לישראל,קק״ל.01,קרן קיימת לישראל,verified,2,קרן קיימת לישראל | קילו קלוריה,natural,no,3,wikipedia,קרן קיימת לישראל
ha-02739,קק״ל,החל מ-15 בדצמבר 2021 קק״ל לקחו חסות על האתר.,קרן קיימת לישראל,קק״ל.01,קרן קיימת לישראל,weak,2,קרן קיימת לישראל | קילו קלוריה,substituted,no,3,wikipedia,צמח השדה
ha-02740,קק״ל,"ארבע שנים לאחר מכן, בקונגרס הציוני החמישי ב-1901, הוכרז על ייסוד ""קק״ל"" - ארגון שתפקידו לרכוש קרקעות להתיישבות יהודית בארץ ישראל.",קרן קיימת לישראל,קק״ל.01,קרן קיימת לישראל,weak,2,קרן קיימת לישראל | קילו קלוריה,substituted,no,3,wikipedia,קרן קיימת לישראל
ha-02741,קק״ל,"בולי קק״ל הם בולים המונפקים על ידי קק״ל ואינם משמשים כבולי דואר, אלא כאמצעי להפצת רעיונות ציוניים ולאיסוף כספים למטרות קק״ל.",קרן קיימת לישראל,קק״ל.01,קרן קיימת לישראל,weak,2,קרן קיימת לישראל | קילו קלוריה,substituted,no,3,wikipedia,בולי קרן קיימת לישראל
ha-02742,קק״צ,חלק מההכשרות השונות מתבצעות במסגרת קק״צ במערך ההדרכה למודיעין וסייבר.,קורס קדם צבאי,קק״צ.02,קורס קדם צבאי,weak,2,קורס קצינים | קורס קדם צבאי,substituted,no,3,wikipedia,חיל המודיעין
ha-02743,קק״צ,"חוזרים לשירות מקבלים לעיתים דרגות ייצוג זמניות, אך מחויבים להשלים קק״צ רגיל תוך זמן קצר מחזרתם לשירות כדי להיחשב כקצינים מן המניין.",קורס קצינים,קק״צ.01,קורס קצינים,weak,2,קורס קצינים | קורס קדם צבאי,substituted,no,3,wikipedia,קורס קצינים
ha-02744,קק״צ,בתחילת שנות ה-2000 החלה מגמת קק״צ אחוד – גברים ונשים העוברים יחדיו את הקורס תוך הקפדה על השילוב הראוי.,קורס קצינים,קק״צ.01,קורס קצינים,weak,2,קורס קצינים | קורס קדם צבאי,substituted,no,3,wikipedia,קורס קצינים
ha-02745,קק״צ,באפריל 2018 נפתח קק״צ הראשון לחיילי מילואים.,קורס קצינים,קק״צ.01,קורס קצינים,weak,2,קורס קצינים | קורס קדם צבאי,substituted,no,3,wikipedia,קורס קצינים
ha-02746,קרוב״ץ,"לעיתים קרוב״ץ מושג המילה ""יום"" מורחב להכליל את שעות הלילה (כהגדרת ""יממה""), למשל בחלוקת השבוע: יום ראשון, יום שני וכו'.",קרובות,קרוב״ץ.01,קרובות,weak,2,קרובות | קול רִנה וישועה באהלי צדיקים,substituted,no,3,wikipedia,יום
ha-02747,קרוב״ץ,האתר מושווה[דרושה הבהרה] לעיתים קרוב״ץ למסד הנתונים IMDb.,קרובות,קרוב״ץ.01,קרובות,weak,2,קרובות | קול רִנה וישועה באהלי צדיקים,substituted,no,3,wikipedia,KinoPoisk
ha-02748,קרוב״ץ,ההגליה נחשבת עונש חמור ביותר ועד למאה העשרים אף שימשה לעיתים קרוב״ץ כתחליף לעונש מוות.,קרובות,קרוב״ץ.01,קרובות,weak,2,קרובות | קול רִנה וישועה באהלי צדיקים,substituted,no,3,wikipedia,גלות
ha-02749,קרפ״ח,בשנים 1967–1968 היה קרפ״ח בחטיבה 14 בסיני.,קצין רפואה חטיבתי,קרפ״ח.01,קצין רפואה חטיבתי,weak,2,קצין רפואה חילי | קצין רפואה חטיבתי,substituted,no,3,wikipedia,משה רוח
ha-02750,קש״ב,"כל קבוצה אינסופית שאפשר לסדר את איבריה בסדרה, ואפילו עם חזרות, היא בת־מנייה (לפי קש״ב).",משפט קנטור-שרדר-ברנשטיין,קש״ב.01,משפט קנטור-שרדר-ברנשטיין,weak,2,משפט קנטור-שרדר-ברנשטיין | קצין שיפוט בכיר,substituted,yes,3,wikipedia,קבוצה בת מנייה
ha-02751,קש״ב,לפי קש״ב לא קיימת פונקציה חד-חד-ערכית ועל מקבוצת המספרים הטבעיים לקבוצה שאינה בת מנייה.,משפט קנטור-שרדר-ברנשטיין,קש״ב.01,משפט קנטור-שרדר-ברנשטיין,weak,2,משפט קנטור-שרדר-ברנשטיין | קצין שיפוט בכיר,substituted,yes,3,wikipedia,קבוצה שאינה בת מנייה
ha-02752,קש״ב,"פליקס ברנשטיין (בגרמנית: Felix Bernstein; ‏ 24 בפברואר 1878, האלה, גרמניה – 3 בדצמבר 1956, ציריך, שווייץ) היה מתמטיקאי יהודי-גרמני הידוע ביותר על תרומתו בפיתוח קש״ב ב-1897.",משפט קנטור-שרדר-ברנשטיין,קש״ב.01,משפט קנטור-שרדר-ברנשטיין,weak,2,משפט קנטור-שרדר-ברנשטיין | קצין שיפוט בכיר,substituted,yes,3,wikipedia,פליקס ברנשטיין
ha-02753,קש״ב,הטלת עונש של נזיפה חמורה נמצאת בסמכותם של קש״ב ומעלה.,קצין שיפוט בכיר,קש״ב.02,קצין שיפוט בכיר,weak,2,משפט קנטור-שרדר-ברנשטיין | קצין שיפוט בכיר,substituted,yes,3,wikipedia,נזיפה
ha-02754,קש״ב,קש״ב: כל קצין שיפוט שדרגת הכתף שלו היא רב-סרן עד רב-אלוף.,קצין שיפוט בכיר,קש״ב.02,קצין שיפוט בכיר,weak,2,משפט קנטור-שרדר-ברנשטיין | קצין שיפוט בכיר,substituted,yes,3,wikipedia,"דין משמעתי בצה""ל"
ha-02755,קש״ב,קש״ב מיוחד: קצין שיפוט בעל מינוי או הכשרה מיוחדת לדון בסוג עבירות מסוימות או עבירה ספציפית.,קצין שיפוט בכיר,קש״ב.02,קצין שיפוט בכיר,weak,2,משפט קנטור-שרדר-ברנשטיין | קצין שיפוט בכיר,substituted,yes,3,wikipedia,"דין משמעתי בצה""ל"
